,latitude,housing_median_age,total_rooms,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
9911,36.37,4.0,3725.0,3.5486,0.0,1.0,0.0,0.0,0.0
9912,37.54,15.0,2126.0,8.9083,0.0,0.0,0.0,1.0,0.0
9913,34.04,25.0,1582.0,1.4167,1.0,0.0,0.0,0.0,0.0
9914,34.71,32.0,3511.0,3.46,0.0,1.0,0.0,0.0,0.0
9915,34.41,30.0,2365.0,5.5959,0.0,0.0,0.0,0.0,1.0
9916,33.93,32.0,2885.0,3.1795,0.0,1.0,0.0,0.0,0.0
9917,33.88,22.0,2855.0,3.1312,0.0,1.0,0.0,0.0,0.0
9918,33.92,11.0,3127.0,4.3426,1.0,0.0,0.0,0.0,0.0
9919,33.99,38.0,862.0,4.375,1.0,0.0,0.0,0.0,0.0
9920,38.53,40.0,2966.0,3.125,0.0,1.0,0.0,0.0,0.0
9921,38.05,34.0,2434.0,4.6776,0.0,0.0,0.0,1.0,0.0
9922,33.83,22.0,7368.0,4.8438,1.0,0.0,0.0,0.0,0.0
9923,36.32,16.0,2812.0,3.7404,0.0,1.0,0.0,0.0,0.0
9924,33.93,20.0,5998.0,3.2731,0.0,1.0,0.0,0.0,0.0
9925,38.96,20.0,1451.0,1.5536,0.0,1.0,0.0,0.0,0.0
9926,37.73,40.0,1718.0,2.9955,0.0,1.0,0.0,0.0,0.0
9927,37.6,32.0,1295.0,3.5,0.0,0.0,0.0,1.0,0.0
9928,33.74,20.0,3111.0,1.5982,0.0,1.0,0.0,0.0,0.0
9929,38.84,22.0,2750.0,4.2143,0.0,1.0,0.0,0.0,0.0
9930,36.51,37.0,1018.0,1.6635,0.0,1.0,0.0,0.0,0.0
9931,34.12,50.0,2037.0,3.575,1.0,0.0,0.0,0.0,0.0
9932,34.14,40.0,2190.0,2.3947,0.0,1.0,0.0,0.0,0.0
9933,37.35,19.0,3811.0,3.5154,1.0,0.0,0.0,0.0,0.0
9934,34.03,33.0,1453.0,3.7578,1.0,0.0,0.0,0.0,0.0
9935,34.24,19.0,5411.0,3.1324,0.0,1.0,0.0,0.0,0.0
9936,33.86,25.0,1025.0,3.875,1.0,0.0,0.0,0.0,0.0
9937,34.24,17.0,5406.0,6.0137,1.0,0.0,0.0,0.0,0.0
9938,34.01,4.0,22128.0,6.1287,1.0,0.0,0.0,0.0,0.0
9939,32.82,34.0,1765.0,5.0118,1.0,0.0,0.0,0.0,0.0
9940,33.97,52.0,4220.0,3.1901,1.0,0.0,0.0,0.0,0.0
9941,38.39,16.0,4922.0,2.0915,1.0,0.0,0.0,0.0,0.0
9942,37.93,17.0,1258.0,3.05,0.0,0.0,0.0,1.0,0.0
9943,33.96,34.0,1040.0,1.6467,1.0,0.0,0.0,0.0,0.0
9944,36.85,20.0,2655.0,4.5398,0.0,1.0,0.0,0.0,0.0
9945,33.82,18.0,3197.0,3.6761,1.0,0.0,0.0,0.0,0.0
9946,32.69,21.0,991.0,3.625,0.0,0.0,0.0,0.0,1.0
9947,33.84,33.0,896.0,3.5,1.0,0.0,0.0,0.0,0.0
9948,37.33,33.0,2023.0,3.9417,1.0,0.0,0.0,0.0,0.0
9949,38.48,12.0,4602.0,3.0625,0.0,1.0,0.0,0.0,0.0
9950,37.95,38.0,2310.0,5.697,0.0,0.0,0.0,1.0,0.0
9951,33.78,24.0,2680.0,2.535,0.0,1.0,0.0,0.0,0.0
9952,37.5,24.0,2307.0,3.6111,0.0,0.0,0.0,0.0,1.0
9953,39.23,26.0,786.0,2.3583,1.0,0.0,0.0,0.0,0.0
9954,33.96,43.0,1233.0,2.8371,1.0,0.0,0.0,0.0,0.0
9955,34.12,38.0,1703.0,2.0391,0.0,1.0,0.0,0.0,0.0
9956,34.01,47.0,1745.0,2.4022,1.0,0.0,0.0,0.0,0.0
9957,37.14,37.0,74.0,9.5908,1.0,0.0,0.0,0.0,0.0
9958,34.09,45.0,1747.0,2.6051,1.0,0.0,0.0,0.0,0.0
9959,36.34,47.0,1869.0,3.0846,0.0,1.0,0.0,0.0,0.0
9960,34.59,39.0,8193.0,2.3832,0.0,1.0,0.0,0.0,0.0
9961,32.73,52.0,1578.0,2.4069,0.0,0.0,0.0,0.0,1.0
9962,37.36,35.0,1293.0,7.8543,1.0,0.0,0.0,0.0,0.0
9963,33.93,32.0,1815.0,1.7244,1.0,0.0,0.0,0.0,0.0
9964,34.12,25.0,3465.0,4.8304,0.0,1.0,0.0,0.0,0.0
9965,34.08,30.0,4255.0,4.5185,0.0,1.0,0.0,0.0,0.0
9966,32.79,31.0,3776.0,3.4421,1.0,0.0,0.0,0.0,0.0
9967,38.9,33.0,1221.0,3.7574,0.0,1.0,0.0,0.0,0.0
9968,37.49,43.0,2607.0,4.224,0.0,0.0,0.0,0.0,1.0
9969,33.86,35.0,1216.0,4.0288,1.0,0.0,0.0,0.0,0.0
9970,33.93,39.0,2988.0,4.9286,1.0,0.0,0.0,0.0,0.0
9971,37.75,52.0,1678.0,2.5809,0.0,0.0,0.0,1.0,0.0
9972,37.32,10.0,1275.0,3.0263,0.0,1.0,0.0,0.0,0.0
9973,37.27,33.0,3410.0,5.0714,1.0,0.0,0.0,0.0,0.0
9974,33.69,5.0,6529.0,5.3275,1.0,0.0,0.0,0.0,0.0
9975,33.19,4.0,2342.0,2.9469,0.0,0.0,0.0,0.0,1.0
9976,34.02,41.0,1256.0,1.7981,1.0,0.0,0.0,0.0,0.0
9977,34.08,5.0,5749.0,3.0587,0.0,1.0,0.0,0.0,0.0
9978,32.74,26.0,2359.0,1.8103,0.0,0.0,0.0,0.0,1.0
9979,37.97,41.0,855.0,2.0375,0.0,1.0,0.0,0.0,0.0
9980,34.04,42.0,1809.0,2.767,1.0,0.0,0.0,0.0,0.0
9981,34.07,51.0,1538.0,2.3156,0.0,1.0,0.0,0.0,0.0
9982,34.49,9.0,4055.0,5.4201,0.0,1.0,0.0,0.0,0.0
9983,35.37,37.0,1667.0,2.875,0.0,1.0,0.0,0.0,0.0
9984,33.56,13.0,3166.0,2.355,0.0,1.0,0.0,0.0,0.0
9985,37.73,50.0,1653.0,10.6605,0.0,0.0,0.0,0.0,1.0
9986,37.28,33.0,1940.0,5.4386,1.0,0.0,0.0,0.0,0.0
9987,33.89,29.0,1138.0,4.537,1.0,0.0,0.0,0.0,0.0
9988,34.39,21.0,5477.0,3.6625,1.0,0.0,0.0,0.0,0.0
9989,33.79,32.0,2171.0,2.375,0.0,0.0,0.0,0.0,1.0
9990,38.62,35.0,2597.0,2.7432,1.0,0.0,0.0,0.0,0.0
9991,34.05,46.0,1051.0,1.6667,1.0,0.0,0.0,0.0,0.0
9992,33.85,30.0,2548.0,0.7007,1.0,0.0,0.0,0.0,0.0
9993,34.27,37.0,1024.0,3.225,1.0,0.0,0.0,0.0,0.0
9994,33.9,37.0,1061.0,4.75,1.0,0.0,0.0,0.0,0.0
9995,37.7,36.0,1719.0,4.4375,0.0,0.0,0.0,1.0,0.0
9996,38.61,34.0,2888.0,3.6053,0.0,1.0,0.0,0.0,0.0
9997,34.2,45.0,1213.0,5.6629,0.0,1.0,0.0,0.0,0.0
9998,34.15,34.0,3659.0,3.6202,1.0,0.0,0.0,0.0,0.0
9999,33.54,4.0,4952.0,3.7538,1.0,0.0,0.0,0.0,0.0
10000,37.68,34.0,3718.0,5.3311,0.0,0.0,0.0,0.0,1.0
10001,32.86,30.0,1670.0,12.4429,0.0,0.0,0.0,0.0,1.0
10002,33.18,13.0,4273.0,3.3444,1.0,0.0,0.0,0.0,0.0
10003,34.07,42.0,2504.0,3.0294,0.0,1.0,0.0,0.0,0.0
10004,33.08,18.0,3225.0,5.7787,0.0,0.0,0.0,0.0,1.0
10005,40.85,17.0,976.0,3.6641,0.0,1.0,0.0,0.0,0.0
10006,33.77,32.0,1771.0,5.8362,1.0,0.0,0.0,0.0,0.0
10007,37.79,52.0,2106.0,5.2909,0.0,0.0,0.0,1.0,0.0
10008,35.11,18.0,2920.0,3.5242,1.0,0.0,0.0,0.0,0.0
10009,37.9,38.0,2263.0,3.5125,0.0,0.0,0.0,1.0,0.0
10010,33.73,45.0,2137.0,1.9167,0.0,0.0,0.0,0.0,1.0
10011,37.28,26.0,6201.0,7.9819,1.0,0.0,0.0,0.0,0.0
10012,37.72,42.0,3008.0,3.371,0.0,0.0,0.0,1.0,0.0
10013,34.41,5.0,2884.0,3.7361,0.0,1.0,0.0,0.0,0.0
10014,34.88,4.0,3680.0,5.0639,1.0,0.0,0.0,0.0,0.0
10015,37.58,27.0,5144.0,3.4836,0.0,0.0,0.0,0.0,1.0
10016,33.86,32.0,2630.0,2.4659,1.0,0.0,0.0,0.0,0.0
10017,38.99,28.0,1416.0,3.4063,1.0,0.0,0.0,0.0,0.0
10018,34.18,46.0,2082.0,3.6534,1.0,0.0,0.0,0.0,0.0
10019,37.94,21.0,5541.0,5.5777,0.0,0.0,0.0,1.0,0.0
10020,32.7,34.0,2028.0,1.7402,0.0,0.0,0.0,0.0,1.0
10021,37.31,26.0,3285.0,5.7833,1.0,0.0,0.0,0.0,0.0
10022,37.74,19.0,1127.0,6.3325,1.0,0.0,0.0,0.0,0.0
10023,34.06,17.0,5137.0,2.4599,1.0,0.0,0.0,0.0,0.0
10024,39.24,20.0,3729.0,4.962,0.0,1.0,0.0,0.0,0.0
10025,38.63,28.0,6119.0,4.875,0.0,1.0,0.0,0.0,0.0
10026,35.61,9.0,4241.0,3.5988,0.0,1.0,0.0,0.0,0.0
10027,34.15,22.0,1671.0,3.0119,1.0,0.0,0.0,0.0,0.0
10028,37.43,22.0,3805.0,6.2892,1.0,0.0,0.0,0.0,0.0
10029,36.85,7.0,1626.0,2.3125,0.0,1.0,0.0,0.0,0.0
10030,38.7,32.0,965.0,3.8611,0.0,1.0,0.0,0.0,0.0
10031,33.88,36.0,2501.0,4.75,1.0,0.0,0.0,0.0,0.0
10032,35.5,12.0,3098.0,5.2508,1.0,0.0,0.0,0.0,0.0
10033,39.0,16.0,3155.0,4.0282,0.0,1.0,0.0,0.0,0.0
10034,33.01,28.0,922.0,8.4721,1.0,0.0,0.0,0.0,0.0
10035,37.56,31.0,4981.0,4.8962,0.0,0.0,0.0,1.0,0.0
10036,33.9,45.0,1285.0,3.4107,1.0,0.0,0.0,0.0,0.0
10037,37.78,52.0,1045.0,2.9213,0.0,0.0,0.0,1.0,0.0
10038,38.69,13.0,4492.0,4.0709,0.0,1.0,0.0,0.0,0.0
10039,34.07,36.0,2929.0,13.5728,1.0,0.0,0.0,0.0,0.0
10040,32.97,34.0,2231.0,1.5217,0.0,1.0,0.0,0.0,0.0
10041,37.8,52.0,1724.0,4.2857,0.0,0.0,0.0,1.0,0.0
10042,34.44,14.0,961.0,3.2115,0.0,0.0,0.0,0.0,1.0
10043,35.37,38.0,1702.0,1.8801,0.0,1.0,0.0,0.0,0.0
10044,34.08,42.0,3172.0,3.3966,1.0,0.0,0.0,0.0,0.0
10045,37.74,38.0,5688.0,6.203,0.0,0.0,0.0,1.0,0.0
10046,40.88,50.0,921.0,2.2188,0.0,0.0,0.0,0.0,1.0
10047,37.33,11.0,1283.0,4.226,1.0,0.0,0.0,0.0,0.0
10048,34.22,30.0,1260.0,4.1302,1.0,0.0,0.0,0.0,0.0
10049,38.79,32.0,2697.0,3.2546,1.0,0.0,0.0,0.0,0.0
10050,38.61,17.0,6663.0,2.9452,0.0,1.0,0.0,0.0,0.0
10051,36.96,44.0,1288.0,1.6534,0.0,1.0,0.0,0.0,0.0
10052,34.08,33.0,1987.0,2.4464,0.0,1.0,0.0,0.0,0.0
10053,33.43,24.0,2303.0,3.9875,0.0,0.0,0.0,0.0,1.0
10054,33.96,44.0,1282.0,5.618,1.0,0.0,0.0,0.0,0.0
10055,33.97,27.0,2911.0,1.9485,1.0,0.0,0.0,0.0,0.0
10056,34.1,35.0,3185.0,3.8304,1.0,0.0,0.0,0.0,0.0
10057,33.65,4.0,1793.0,4.2463,1.0,0.0,0.0,0.0,0.0
10058,34.1,12.0,7184.0,2.4492,0.0,1.0,0.0,0.0,0.0
10059,33.76,27.0,2905.0,4.25,1.0,0.0,0.0,0.0,0.0
10060,34.05,8.0,1841.0,4.0614,0.0,1.0,0.0,0.0,0.0
10061,34.05,42.0,1476.0,1.721,1.0,0.0,0.0,0.0,0.0
10062,32.95,4.0,19001.0,6.3237,1.0,0.0,0.0,0.0,0.0
10063,34.06,40.0,637.0,1.8625,1.0,0.0,0.0,0.0,0.0
10064,34.11,52.0,2568.0,9.1373,1.0,0.0,0.0,0.0,0.0
10065,33.87,44.0,2137.0,3.4408,1.0,0.0,0.0,0.0,0.0
10066,32.76,9.0,1859.0,5.9202,1.0,0.0,0.0,0.0,0.0
10067,37.89,52.0,3706.0,6.6828,0.0,0.0,0.0,1.0,0.0
10068,34.03,41.0,1425.0,3.9732,1.0,0.0,0.0,0.0,0.0
10069,32.83,31.0,1494.0,3.5282,0.0,1.0,0.0,0.0,0.0
10070,39.13,17.0,1969.0,3.4698,0.0,1.0,0.0,0.0,0.0
10071,38.62,28.0,4175.0,3.4299,0.0,1.0,0.0,0.0,0.0
10072,33.08,13.0,1406.0,5.5842,1.0,0.0,0.0,0.0,0.0
10073,38.36,2.0,4953.0,5.0346,0.0,1.0,0.0,0.0,0.0
10074,34.26,27.0,9285.0,2.5446,0.0,1.0,0.0,0.0,0.0
10075,36.77,24.0,1335.0,1.947,0.0,1.0,0.0,0.0,0.0
10076,36.72,23.0,395.0,2.2132,0.0,1.0,0.0,0.0,0.0
10077,33.98,21.0,2634.0,4.2589,0.0,1.0,0.0,0.0,0.0
10078,38.34,16.0,1257.0,4.4531,0.0,1.0,0.0,0.0,0.0
10079,34.25,34.0,5098.0,5.6149,1.0,0.0,0.0,0.0,0.0
10080,37.49,5.0,1150.0,3.5714,1.0,0.0,0.0,0.0,0.0
10081,38.26,8.0,2894.0,3.6335,0.0,1.0,0.0,0.0,0.0
10082,32.8,30.0,1446.0,3.744,0.0,0.0,0.0,0.0,1.0
10083,33.96,42.0,2084.0,2.0057,1.0,0.0,0.0,0.0,0.0
10084,33.81,34.0,3482.0,5.1155,1.0,0.0,0.0,0.0,0.0
10085,34.06,46.0,1759.0,2.1637,1.0,0.0,0.0,0.0,0.0
10086,35.36,35.0,1021.0,1.7375,0.0,1.0,0.0,0.0,0.0
10087,37.79,52.0,1339.0,2.181,0.0,0.0,0.0,1.0,0.0
10088,33.72,24.0,5203.0,5.163,1.0,0.0,0.0,0.0,0.0
10089,33.79,33.0,32.0,4.5938,0.0,0.0,0.0,0.0,1.0
10090,40.6,7.0,5178.0,2.4079,0.0,1.0,0.0,0.0,0.0
10091,34.15,13.0,1107.0,0.8185,1.0,0.0,0.0,0.0,0.0
10092,38.55,51.0,4280.0,5.0359,0.0,1.0,0.0,0.0,0.0
10093,34.06,20.0,3367.0,2.2444,1.0,0.0,0.0,0.0,0.0
10094,33.94,35.0,1323.0,4.2708,1.0,0.0,0.0,0.0,0.0
10095,36.84,9.0,2340.0,3.3229,0.0,1.0,0.0,0.0,0.0
10096,34.08,37.0,2894.0,2.543,1.0,0.0,0.0,0.0,0.0
10097,34.4,25.0,2741.0,2.2647,0.0,0.0,0.0,0.0,1.0
10098,33.78,25.0,1137.0,1.3801,0.0,1.0,0.0,0.0,0.0
10099,38.03,15.0,991.0,3.5469,0.0,1.0,0.0,0.0,0.0
10100,38.7,9.0,7812.0,4.3826,0.0,1.0,0.0,0.0,0.0
10101,33.98,37.0,1226.0,3.1607,1.0,0.0,0.0,0.0,0.0
10102,33.98,15.0,1011.0,2.7045,1.0,0.0,0.0,0.0,0.0
10103,38.61,43.0,705.0,2.4205,0.0,1.0,0.0,0.0,0.0
10104,36.33,46.0,1636.0,2.425,0.0,1.0,0.0,0.0,0.0
10105,32.81,35.0,1213.0,3.6806,0.0,0.0,0.0,0.0,1.0
10106,34.16,42.0,1020.0,6.101,0.0,1.0,0.0,0.0,0.0
10107,37.8,42.0,4120.0,2.9345,0.0,0.0,0.0,1.0,0.0
10108,34.43,35.0,1402.0,2.6205,1.0,0.0,0.0,0.0,0.0
10109,34.15,37.0,1980.0,15.0001,0.0,1.0,0.0,0.0,0.0
10110,34.08,38.0,1889.0,3.9219,1.0,0.0,0.0,0.0,0.0
10111,38.1,14.0,1551.0,3.775,0.0,1.0,0.0,0.0,0.0
10112,37.36,33.0,3564.0,2.2179,0.0,1.0,0.0,0.0,0.0
10113,33.03,11.0,3213.0,3.475,1.0,0.0,0.0,0.0,0.0
10114,34.15,41.0,2394.0,4.3889,1.0,0.0,0.0,0.0,0.0
10115,34.22,11.0,2127.0,2.9028,1.0,0.0,0.0,0.0,0.0
10116,37.66,35.0,2843.0,3.09,0.0,0.0,0.0,1.0,0.0
10117,33.92,13.0,2312.0,3.1378,1.0,0.0,0.0,0.0,0.0
10118,33.77,29.0,5436.0,8.7496,1.0,0.0,0.0,0.0,0.0
10119,34.11,44.0,1346.0,2.3984,1.0,0.0,0.0,0.0,0.0
10120,33.64,26.0,3521.0,10.2849,1.0,0.0,0.0,0.0,0.0
10121,37.05,41.0,2422.0,4.1679,0.0,0.0,0.0,0.0,1.0
10122,33.71,18.0,1193.0,7.5594,0.0,0.0,0.0,0.0,1.0
10123,37.4,32.0,1175.0,3.0,0.0,1.0,0.0,0.0,0.0
10124,34.15,16.0,1586.0,4.0893,1.0,0.0,0.0,0.0,0.0
10125,37.78,50.0,1920.0,1.4886,0.0,0.0,0.0,1.0,0.0
10126,33.88,36.0,838.0,2.4861,0.0,1.0,0.0,0.0,0.0
10127,35.13,16.0,2680.0,1.7878,1.0,0.0,0.0,0.0,0.0
10128,33.96,28.0,3747.0,3.8682,0.0,1.0,0.0,0.0,0.0
10129,33.65,29.0,1253.0,3.5179,1.0,0.0,0.0,0.0,0.0
10130,35.69,14.0,5020.0,3.8158,1.0,0.0,0.0,0.0,0.0
10131,34.94,31.0,2034.0,2.1522,0.0,1.0,0.0,0.0,0.0
10132,37.24,24.0,7991.0,5.4741,1.0,0.0,0.0,0.0,0.0
10133,37.35,27.0,2358.0,5.2297,1.0,0.0,0.0,0.0,0.0
10134,37.8,52.0,1724.0,3.3839,0.0,0.0,0.0,1.0,0.0
10135,34.45,23.0,2077.0,6.4744,0.0,0.0,0.0,0.0,1.0
10136,33.47,21.0,1857.0,3.8403,1.0,0.0,0.0,0.0,0.0
10137,36.42,20.0,1054.0,3.0437,1.0,0.0,0.0,0.0,0.0
10138,34.1,18.0,11026.0,4.075,0.0,1.0,0.0,0.0,0.0
10139,34.03,36.0,2223.0,4.6806,0.0,1.0,0.0,0.0,0.0
10140,38.4,18.0,2144.0,3.175,0.0,1.0,0.0,0.0,0.0
10141,37.74,42.0,541.0,2.3456,0.0,0.0,0.0,1.0,0.0
10142,36.68,43.0,2534.0,2.4884,1.0,0.0,0.0,0.0,0.0
10143,32.68,18.0,3631.0,1.5931,0.0,1.0,0.0,0.0,0.0
10144,34.16,30.0,2598.0,2.1377,1.0,0.0,0.0,0.0,0.0
10145,33.84,36.0,690.0,3.7813,1.0,0.0,0.0,0.0,0.0
10146,38.02,5.0,2229.0,4.1719,0.0,1.0,0.0,0.0,0.0
10147,33.96,36.0,2723.0,6.3267,1.0,0.0,0.0,0.0,0.0
10148,33.92,36.0,984.0,4.1786,1.0,0.0,0.0,0.0,0.0
10149,38.7,16.0,3262.0,4.2464,0.0,1.0,0.0,0.0,0.0
10150,33.96,38.0,1104.0,6.1985,1.0,0.0,0.0,0.0,0.0
10151,37.01,20.0,1005.0,10.0968,0.0,0.0,0.0,0.0,1.0
10152,34.19,16.0,14912.0,2.8312,1.0,0.0,0.0,0.0,0.0
10153,32.73,14.0,1527.0,1.735,0.0,1.0,0.0,0.0,0.0
10154,34.17,24.0,8590.0,8.1325,1.0,0.0,0.0,0.0,0.0
10155,34.15,41.0,3545.0,4.3,1.0,0.0,0.0,0.0,0.0
10156,39.21,22.0,1542.0,3.5917,1.0,0.0,0.0,0.0,0.0
10157,37.94,20.0,7578.0,4.4387,0.0,0.0,0.0,1.0,0.0
10158,34.09,36.0,3503.0,3.8448,1.0,0.0,0.0,0.0,0.0
10159,34.02,10.0,4887.0,4.0611,0.0,1.0,0.0,0.0,0.0
10160,36.7,31.0,1671.0,2.3687,0.0,1.0,0.0,0.0,0.0
10161,37.82,52.0,1170.0,1.6098,0.0,0.0,0.0,1.0,0.0
10162,38.51,22.0,2403.0,3.9,0.0,1.0,0.0,0.0,0.0
10163,34.17,20.0,5949.0,3.8576,1.0,0.0,0.0,0.0,0.0
10164,38.85,19.0,3568.0,4.0862,0.0,1.0,0.0,0.0,0.0
10165,36.99,11.0,4571.0,4.2898,0.0,0.0,0.0,0.0,1.0
10166,32.59,18.0,2329.0,2.1179,0.0,0.0,0.0,0.0,1.0
10167,33.93,28.0,4603.0,4.5743,1.0,0.0,0.0,0.0,0.0
10168,38.6,44.0,2324.0,4.6625,0.0,1.0,0.0,0.0,0.0
10169,38.7,38.0,1460.0,2.7171,0.0,0.0,0.0,0.0,1.0
10170,34.4,30.0,2861.0,3.2024,1.0,0.0,0.0,0.0,0.0
10171,40.57,24.0,1610.0,2.6591,0.0,1.0,0.0,0.0,0.0
10172,37.44,42.0,2390.0,6.3111,0.0,0.0,0.0,1.0,0.0
10173,37.99,15.0,4472.0,2.5,0.0,1.0,0.0,0.0,0.0
10174,32.74,21.0,1882.0,3.06,0.0,0.0,0.0,0.0,1.0
10175,38.27,32.0,2344.0,4.0313,1.0,0.0,0.0,0.0,0.0
10176,37.98,34.0,1256.0,6.4271,0.0,0.0,0.0,1.0,0.0
10177,37.93,15.0,7803.0,4.45,0.0,0.0,0.0,1.0,0.0
10178,34.12,45.0,2966.0,7.8347,1.0,0.0,0.0,0.0,0.0
10179,37.77,52.0,849.0,3.4671,0.0,0.0,0.0,1.0,0.0
10180,38.06,16.0,3515.0,4.4397,0.0,0.0,0.0,1.0,0.0
10181,34.26,24.0,2234.0,5.4604,1.0,0.0,0.0,0.0,0.0
10182,32.64,15.0,4331.0,3.9519,0.0,0.0,0.0,0.0,1.0
10183,34.06,35.0,1729.0,2.5321,1.0,0.0,0.0,0.0,0.0
10184,33.67,5.0,2638.0,5.7759,1.0,0.0,0.0,0.0,0.0
10185,34.12,30.0,2201.0,4.1136,0.0,1.0,0.0,0.0,0.0
10186,37.77,52.0,1731.0,4.1667,0.0,0.0,0.0,1.0,0.0
10187,36.98,24.0,3010.0,4.2006,0.0,0.0,0.0,0.0,1.0
10188,32.61,34.0,4325.0,2.8489,0.0,0.0,0.0,0.0,1.0
10189,37.57,27.0,925.0,2.6406,0.0,1.0,0.0,0.0,0.0
10190,37.68,24.0,705.0,3.1912,0.0,1.0,0.0,0.0,0.0
10191,37.57,45.0,1165.0,4.1875,0.0,0.0,0.0,0.0,1.0
10192,34.08,35.0,2517.0,2.5787,1.0,0.0,0.0,0.0,0.0
10193,36.6,30.0,1671.0,2.5164,1.0,0.0,0.0,0.0,0.0
10194,34.1,28.0,2223.0,2.5434,1.0,0.0,0.0,0.0,0.0
10195,34.0,43.0,713.0,1.2065,1.0,0.0,0.0,0.0,0.0
10196,37.71,52.0,2711.0,3.9567,0.0,0.0,0.0,1.0,0.0
10197,34.21,36.0,2988.0,3.5174,1.0,0.0,0.0,0.0,0.0
10198,34.08,35.0,1148.0,4.037,1.0,0.0,0.0,0.0,0.0
10199,37.8,47.0,2046.0,2.6292,0.0,0.0,0.0,1.0,0.0
10200,34.27,23.0,2493.0,4.18,1.0,0.0,0.0,0.0,0.0
10201,34.21,26.0,3234.0,6.1074,1.0,0.0,0.0,0.0,0.0
10202,33.84,22.0,11016.0,3.703,1.0,0.0,0.0,0.0,0.0
10203,33.96,11.0,1381.0,2.3382,0.0,1.0,0.0,0.0,0.0
10204,35.17,40.0,4164.0,2.8323,0.0,1.0,0.0,0.0,0.0
10205,39.4,21.0,1081.0,1.5625,1.0,0.0,0.0,0.0,0.0
10206,37.1,24.0,2532.0,2.3359,0.0,1.0,0.0,0.0,0.0
10207,33.91,26.0,2885.0,4.9524,1.0,0.0,0.0,0.0,0.0
10208,38.99,18.0,1177.0,2.3558,0.0,1.0,0.0,0.0,0.0
10209,37.72,28.0,1609.0,1.1125,0.0,0.0,0.0,1.0,0.0
10210,32.84,34.0,2158.0,4.5402,0.0,0.0,0.0,0.0,1.0
10211,38.32,12.0,4609.0,3.4543,0.0,0.0,0.0,1.0,0.0
10212,37.26,16.0,1816.0,6.8194,1.0,0.0,0.0,0.0,0.0
10213,33.92,34.0,1799.0,3.692,1.0,0.0,0.0,0.0,0.0
10214,37.94,31.0,1611.0,1.681,0.0,0.0,0.0,1.0,0.0
10215,39.7,23.0,1658.0,3.35,0.0,1.0,0.0,0.0,0.0
10216,36.21,30.0,1484.0,1.7548,1.0,0.0,0.0,0.0,0.0
10217,34.16,31.0,5550.0,6.8317,1.0,0.0,0.0,0.0,0.0
10218,34.32,23.0,3481.0,4.26,1.0,0.0,0.0,0.0,0.0
10219,32.77,48.0,1502.0,2.5952,0.0,0.0,0.0,0.0,1.0
10220,38.56,30.0,3306.0,2.8614,0.0,1.0,0.0,0.0,0.0
10221,38.42,23.0,1538.0,2.6078,0.0,1.0,0.0,0.0,0.0
10222,33.51,15.0,1743.0,5.9339,1.0,0.0,0.0,0.0,0.0
10223,34.1,38.0,3229.0,3.8646,1.0,0.0,0.0,0.0,0.0
10224,33.89,15.0,3801.0,9.0683,1.0,0.0,0.0,0.0,0.0
10225,37.9,52.0,1369.0,4.1212,0.0,0.0,0.0,1.0,0.0
10226,33.87,28.0,2399.0,3.6339,1.0,0.0,0.0,0.0,0.0
10227,34.18,44.0,1594.0,3.4,1.0,0.0,0.0,0.0,0.0
10228,33.98,35.0,1705.0,2.325,1.0,0.0,0.0,0.0,0.0
10229,37.93,42.0,2171.0,6.6125,0.0,0.0,0.0,1.0,0.0
10230,37.78,16.0,883.0,2.151,0.0,0.0,0.0,1.0,0.0
10231,34.31,22.0,3182.0,2.7472,1.0,0.0,0.0,0.0,0.0
10232,33.94,36.0,2225.0,2.5547,1.0,0.0,0.0,0.0,0.0
10233,36.77,18.0,1422.0,3.6204,0.0,1.0,0.0,0.0,0.0
10234,34.18,49.0,192.0,3.0179,1.0,0.0,0.0,0.0,0.0
10235,36.21,25.0,2360.0,2.3152,0.0,1.0,0.0,0.0,0.0
10236,33.83,6.0,502.0,4.2386,0.0,1.0,0.0,0.0,0.0
10237,32.76,36.0,2785.0,2.3015,0.0,0.0,0.0,0.0,1.0
10238,33.94,9.0,456.0,0.8952,1.0,0.0,0.0,0.0,0.0
10239,34.2,17.0,2619.0,3.886,1.0,0.0,0.0,0.0,0.0
10240,41.5,31.0,602.0,1.0667,0.0,1.0,0.0,0.0,0.0
10241,37.34,25.0,1994.0,7.7799,1.0,0.0,0.0,0.0,0.0
10242,37.35,48.0,1562.0,2.5673,1.0,0.0,0.0,0.0,0.0
10243,37.85,38.0,240.0,12.2547,0.0,0.0,0.0,1.0,0.0
10244,33.15,7.0,2810.0,4.4655,1.0,0.0,0.0,0.0,0.0
10245,33.96,36.0,1116.0,3.425,1.0,0.0,0.0,0.0,0.0
10246,38.0,34.0,3090.0,3.6118,0.0,1.0,0.0,0.0,0.0
10247,38.91,24.0,2558.0,4.0679,0.0,1.0,0.0,0.0,0.0
10248,34.66,25.0,2627.0,3.6382,0.0,1.0,0.0,0.0,0.0
10249,33.8,38.0,51.0,6.0224,1.0,0.0,0.0,0.0,0.0
10250,33.75,23.0,2719.0,2.0154,0.0,1.0,0.0,0.0,0.0
10251,32.74,26.0,1134.0,1.4338,0.0,1.0,0.0,0.0,0.0
